0.759327966,0.051101946,0.050446845,0.691666667,0.067298912,0.932701088,0.066436174,0.000862738,0.148333333,0.616666667,0.64,0.023333333,0.23,0.399393133,0.195348176,0.98906992,0.214457831,0.891566265,0.925301205,0.03373494,0.066666667,0.268333333,0.39,0.436666667,-0.78278686,-0.091627737,-0.874414597,0.028333333,0.103333333,0.096385542,0.387951807,0.563855422,0.631325301,0.040963855,0.14939759,0.055421687,0.238554217,-0.327710843,-0.293975904,5.419921875,0.015930549,4.8159,0.009823846,8.935546875,0.003691162,109
0.901039144,0.236481079,0.234767936,0.666666667,0.262453724,0.737546276,0.260552427,0.001901297,0.156666667,0.493333333,0.513333333,0.02,0.263333333,0.390980892,0.173873319,1.542267906,0.235,0.74,0.77,0.03,0.071666667,0.295,0.39,0.445,-0.772208224,-0.045413751,-0.817621975,0.033333333,0.113333333,0.1075,0.4425,0.585,0.6675,0.05,0.17,0.0575,0.2725,-0.155,-0.1025,3.881835938,0.031336867,5.712890625,0.01506697,7.91015625,0.010668072,109
0.881105192,0.172121104,0.164976541,0.665,0.195346827,0.804653173,0.187238189,0.008108638,0.151666667,0.578333333,0.613333333,0.035,0.246666667,0.378558087,0.172132304,3.331376204,0.228070175,0.869674186,0.922305764,0.052631579,0.07,0.191666667,0.221666667,0.285,-0.790663371,0.098534173,-0.692129198,0.031666667,0.111666667,0.105263158,0.288220551,0.333333333,0.428571429,0.047619048,0.1679198,0.05764411,0.120300752,-0.536340852,-0.493734336,5.712890625,0.017359137,7.91015625,0.01307222,9.741210938,0.004526851,109
0.849716195,0.135928147,0.135301434,0.683333333,0.159968879,0.840031121,0.159231323,0.000737555,0.15,0.62,0.638333333,0.018333333,0.253333333,0.374591283,0.17652953,3.020625483,0.219512195,0.907317073,0.934146342,0.026829268,0.066666667,0.281666667,0.411666667,0.46,-0.823850868,-0.109788569,-0.933639437,0.03,0.103333333,0.097560976,0.412195122,0.602439024,0.673170732,0.043902439,0.151219512,0.053658537,0.26097561,-0.304878049,-0.26097561,5.56640625,0.018040195,7.250976563,0.008889394,9.301757813,0.005884698,109
0.825774314,0.139096678,0.128035339,0.675,0.168443939,0.831556061,0.155048827,0.013395111,0.141666667,0.586666667,0.625,0.038333333,0.246666667,0.342139783,0.171556156,2.781933558,0.209876543,0.869135803,0.925925926,0.056790123,0.066666667,0.268333333,0.386666667,0.433333333,-0.865142953,-0.06185739,-0.927000344,0.028333333,0.103333333,0.098765432,0.397530864,0.572839506,0.641975309,0.041975309,0.15308642,0.056790123,0.244444444,-0.296296296,-0.283950617,5.639648438,0.017666432,7.32421875,0.011703806,9.448242188,0.006145871,109
0.839105043,0.180796921,0.176279301,0.638333333,0.21546399,0.78453601,0.210080135,0.005383855,0.15,0.531666667,0.56,0.028333333,0.256666667,0.385545239,0.178761886,2.308045795,0.234986945,0.832898172,0.877284595,0.044386423,0.066666667,0.28,0.353333333,0.371666667,-0.776811653,-0.066499187,-0.84331084,0.028333333,0.103333333,0.104438642,0.438642298,0.553524804,0.582245431,0.044386423,0.161879896,0.060052219,0.276762402,-0.279373368,-0.295039165,4.1015625,0.032176997,6.005859375,0.017076809,8.129882813,0.007449348,109
0.813600715,0.14765764,0.144740176,0.653333333,0.181486616,0.818513385,0.177900749,0.003585867,0.148333333,0.595,0.621666667,0.026666667,0.245,0.369752217,0.182317113,4.662872846,0.227040816,0.910714286,0.951530612,0.040816327,0.073333333,0.183333333,0.203333333,0.276666667,-0.948654157,0.043111599,-0.905542558,0.031666667,0.118333333,0.112244898,0.280612245,0.31122449,0.423469388,0.048469388,0.181122449,0.06377551,0.099489796,-0.599489796,-0.528061225,5.859375,0.015135336,7.983398438,0.009945316,9.887695313,0.007024258,109
0.843442103,0.155265728,0.152073309,0.696666667,0.184085817,0.815914183,0.180300827,0.003784989,0.158333333,0.623333333,0.655,0.031666667,0.261666667,0.405770692,0.187722824,3.726377482,0.227272727,0.894736842,0.940191388,0.045454545,0.065,0.286666667,0.423333333,0.468333333,-0.668640302,-0.069321483,-0.737961786,0.026666667,0.1,0.093301435,0.411483254,0.607655502,0.672248804,0.038277512,0.14354067,0.055023923,0.267942584,-0.28708134,-0.267942584,5.419921875,0.016354228,7.03125,0.007831456,9.228515625,0.00541026,109
0.759327966,0.051101946,0.050446845,0.691666667,0.067298912,0.932701088,0.066436174,0.000862738,0.148333333,0.616666667,0.64,0.023333333,0.23,0.399393133,0.195348176,0.98906992,0.214457831,0.891566265,0.925301205,0.03373494,0.066666667,0.268333333,0.39,0.436666667,-0.78278686,-0.091627737,-0.874414597,0.028333333,0.103333333,0.096385542,0.387951807,0.563855422,0.631325301,0.040963855,0.14939759,0.055421687,0.238554217,-0.327710843,-0.293975904,5.419921875,0.015930549,7.03125,0.009823846,8.935546875,0.003691162,109
0.901039144,0.236481079,0.234767936,0.666666667,0.262453724,0.737546276,0.260552427,0.001901297,0.156666667,0.493333333,0.513333333,0.02,0.263333333,0.390980892,0.173873319,1.542267906,0.235,0.74,0.77,0.03,0.071666667,0.295,0.39,0.445,-0.772208224,-0.045413751,-0.817621975,0.033333333,0.113333333,0.1075,0.4425,0.585,0.6675,0.05,0.17,0.0575,0.2725,-0.155,-0.1025,3.881835938,0.031336867,5.712890625,0.01506697,7.91015625,0.010668072,109
